choice, accuracy, solution,  reward, cumulative_reward, rt,  total_trial_time, iti, cp_with_slow_fast, obs_cp_with_slow_fast, high_val_cue
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,6.060000000000000000e+02,3.071119785308837891e-01,1.716700077056884766e+00,4.302583382608374807e-01,0.000000000000000000e+00,1.000000000000000000e+00,1.120000000000000000e+02
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,6.070000000000000000e+02,2.565121650695800781e-01,1.515103101730346680e+00,2.789118571164155291e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.120000000000000000e+02
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,6.080000000000000000e+02,3.028910160064697266e-01,1.836194992065429688e+00,5.482086502827516750e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.120000000000000000e+02
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.070000000000000000e+02,2.316188812255859375e-01,1.582290887832641602e+00,3.640978878707364919e-01,0.000000000000000000e+00,1.000000000000000000e+00,1.110000000000000000e+02
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.060000000000000000e+02,2.753610610961914062e-01,1.525572776794433594e+00,2.731280724393208015e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.110000000000000000e+02
0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,6.050000000000000000e+02,2.530651092529296875e-01,1.719202995300292969e+00,4.755412925362023091e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.110000000000000000e+02
0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,6.040000000000000000e+02,2.824249267578125000e-01,1.786876201629638672e+00,5.124478748271319439e-01,0.000000000000000000e+00,1.000000000000000000e+00,1.120000000000000000e+02
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,6.060000000000000000e+02,3.091869354248046875e-01,1.683160066604614258e+00,3.957895621415086218e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.120000000000000000e+02
0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,6.050000000000000000e+02,2.838320732116699219e-01,1.615126848220825195e+00,3.443354764809182234e-01,0.000000000000000000e+00,1.000000000000000000e+00,1.110000000000000000e+02
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.040000000000000000e+02,2.123341560363769531e-01,1.482528924942016602e+00,2.769986257291836007e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.110000000000000000e+02
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,6.060000000000000000e+02,2.850117683410644531e-01,1.866365909576416016e+00,5.930829238503069201e-01,0.000000000000000000e+00,1.000000000000000000e+00,1.120000000000000000e+02
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,6.050000000000000000e+02,2.726681232452392578e-01,1.697263002395629883e+00,4.405758086270233354e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.120000000000000000e+02
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.040000000000000000e+02,2.245290279388427734e-01,1.552372932434082031e+00,3.431081246794254191e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.110000000000000000e+02
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,6.070000000000000000e+02,2.935941219329833984e-01,1.594014883041381836e+00,3.205364530118816058e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.110000000000000000e+02
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,6.070000000000000000e+02,3.005509376525878906e-01,1.616426944732666016e+00,3.203511408158190577e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.110000000000000000e+02
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,6.070000000000000000e+02,2.699899673461914062e-01,1.659449100494384766e+00,3.964439183976348202e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.110000000000000000e+02
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,6.080000000000000000e+02,3.510329723358154297e-01,1.951771974563598633e+00,6.145336385823342296e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.110000000000000000e+02
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,6.100000000000000000e+02,2.991530895233154297e-01,1.988491058349609375e+00,7.031980825138693936e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.110000000000000000e+02
0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,6.090000000000000000e+02,3.031690120697021484e-01,1.961245059967041016e+00,6.645566528859727651e-01,0.000000000000000000e+00,1.000000000000000000e+00,1.120000000000000000e+02
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.080000000000000000e+02,3.083229064941406250e-01,1.782581090927124023e+00,4.973492415774266040e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.120000000000000000e+02
0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,6.070000000000000000e+02,3.089740276336669922e-01,1.842292070388793945e+00,5.563190834655648009e-01,0.000000000000000000e+00,1.000000000000000000e+00,1.110000000000000000e+02
0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,6.060000000000000000e+02,3.441231250762939453e-01,2.028947830200195312e+00,7.018561777684897418e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.110000000000000000e+02
0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,6.050000000000000000e+02,3.157742023468017578e-01,1.881174802780151367e+00,5.666004415578896891e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.110000000000000000e+02
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.040000000000000000e+02,5.885169506072998047e-01,1.880213975906372070e+00,2.971765602017613639e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.110000000000000000e+02
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.030000000000000000e+02,4.279119968414306641e-01,1.728507041931152344e+00,3.257226376345064844e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.110000000000000000e+02
0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,6.020000000000000000e+02,4.056661128997802734e-01,1.668555021286010742e+00,2.776663338565195094e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.110000000000000000e+02
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.010000000000000000e+02,3.251550197601318359e-01,1.738564014434814453e+00,4.328432203461055061e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.110000000000000000e+02
0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,6.000000000000000000e+02,2.471518516540527344e-01,1.720003843307495117e+00,4.695155611184324007e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.110000000000000000e+02
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.990000000000000000e+02,2.665128707885742188e-01,1.998057842254638672e+00,7.340352289813539821e-01,0.000000000000000000e+00,1.000000000000000000e+00,1.120000000000000000e+02
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,6.010000000000000000e+02,2.746899127960205078e-01,1.726244926452636719e+00,4.606323977160393657e-01,0.000000000000000000e+00,1.000000000000000000e+00,1.110000000000000000e+02
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,6.010000000000000000e+02,2.950289249420166016e-01,1.846183061599731445e+00,5.567583776462003975e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.110000000000000000e+02
0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,6.000000000000000000e+02,2.340109348297119141e-01,1.497473001480102539e+00,2.712864237702199421e-01,0.000000000000000000e+00,1.000000000000000000e+00,1.120000000000000000e+02
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,6.010000000000000000e+02,3.221170902252197266e-01,1.749345064163208008e+00,4.371804319580825937e-01,0.000000000000000000e+00,1.000000000000000000e+00,1.110000000000000000e+02
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,6.020000000000000000e+02,2.261559963226318359e-01,1.709652900695800781e+00,4.967903892613321215e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.110000000000000000e+02
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,6.040000000000000000e+02,2.672059535980224609e-01,1.701600074768066406e+00,4.485527612528345531e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.110000000000000000e+02
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,4.000000000000000000e+00,6.070000000000000000e+02,2.512569427490234375e-01,1.692380189895629883e+00,4.576201419982778296e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.110000000000000000e+02
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,6.070000000000000000e+02,2.873480319976806641e-01,1.613290786743164062e+00,3.377587618204831998e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.110000000000000000e+02
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,6.070000000000000000e+02,2.897651195526123047e-01,1.905162811279296875e+00,6.259908673337012397e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.110000000000000000e+02
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.060000000000000000e+02,2.987680435180664062e-01,1.678009986877441406e+00,3.876902026474819962e-01,0.000000000000000000e+00,1.000000000000000000e+00,1.120000000000000000e+02
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.050000000000000000e+02,2.225470542907714844e-01,1.578798055648803711e+00,3.665759766443580370e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.120000000000000000e+02
0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,6.040000000000000000e+02,2.472560405731201172e-01,1.544940948486328125e+00,2.949742645515124884e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.120000000000000000e+02
0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,6.030000000000000000e+02,3.629260063171386719e-01,1.694158077239990234e+00,3.390992285649254701e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.110000000000000000e+02
0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,6.020000000000000000e+02,3.449897766113281250e-01,1.660974979400634766e+00,3.334704805487690438e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.110000000000000000e+02
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,6.040000000000000000e+02,2.043540477752685547e-01,1.461904048919677734e+00,2.621633302321731973e-01,0.000000000000000000e+00,1.000000000000000000e+00,1.120000000000000000e+02
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,6.050000000000000000e+02,2.963910102844238281e-01,1.847709894180297852e+00,5.596454890496551648e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.120000000000000000e+02
0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,6.040000000000000000e+02,2.616040706634521484e-01,1.775742053985595703e+00,5.188175442421104622e-01,0.000000000000000000e+00,1.000000000000000000e+00,1.110000000000000000e+02
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,6.060000000000000000e+02,2.332761287689208984e-01,1.934120178222656250e+00,7.027642341042033003e-01,0.000000000000000000e+00,1.000000000000000000e+00,1.120000000000000000e+02
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.050000000000000000e+02,2.469480037689208984e-01,1.923357963562011719e+00,6.762255811754430690e-01,0.000000000000000000e+00,1.000000000000000000e+00,1.110000000000000000e+02
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,6.060000000000000000e+02,3.553760051727294922e-01,2.001896142959594727e+00,6.615440442839864987e-01,0.000000000000000000e+00,1.000000000000000000e+00,1.120000000000000000e+02
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,4.000000000000000000e+00,6.090000000000000000e+02,2.523891925811767578e-01,1.700656890869140625e+00,4.625030022436656396e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.120000000000000000e+02
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.080000000000000000e+02,3.064959049224853516e-01,1.709547996520996094e+00,4.221406631235309903e-01,0.000000000000000000e+00,1.000000000000000000e+00,1.110000000000000000e+02
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,6.100000000000000000e+02,2.559349536895751953e-01,1.617714881896972656e+00,3.733138874983903399e-01,0.000000000000000000e+00,1.000000000000000000e+00,1.120000000000000000e+02
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,6.120000000000000000e+02,3.342759609222412109e-01,1.823064088821411133e+00,4.962824183567379199e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.120000000000000000e+02
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,6.130000000000000000e+02,2.476561069488525391e-01,1.729727029800415039e+00,4.927726746847908568e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.120000000000000000e+02
0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,6.120000000000000000e+02,3.253509998321533203e-01,1.716665029525756836e+00,4.095795846884310309e-01,0.000000000000000000e+00,1.000000000000000000e+00,1.110000000000000000e+02
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,6.130000000000000000e+02,3.313910961151123047e-01,1.781441926956176758e+00,4.577525480255994483e-01,0.000000000000000000e+00,1.000000000000000000e+00,1.120000000000000000e+02
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,4.000000000000000000e+00,6.160000000000000000e+02,2.785730361938476562e-01,1.583431959152221680e+00,3.080315878279106800e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.120000000000000000e+02
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,6.170000000000000000e+02,2.501511573791503906e-01,1.930268049240112305e+00,6.879042963662890253e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.120000000000000000e+02
0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,6.160000000000000000e+02,2.730259895324707031e-01,1.748543977737426758e+00,4.867594939690831901e-01,0.000000000000000000e+00,1.000000000000000000e+00,1.110000000000000000e+02
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,6.170000000000000000e+02,1.810700893402099609e-01,1.771885871887207031e+00,5.919415048535274781e-01,0.000000000000000000e+00,1.000000000000000000e+00,1.120000000000000000e+02
0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,6.160000000000000000e+02,2.794308662414550781e-01,2.008090019226074219e+00,7.333186372673128339e-01,0.000000000000000000e+00,1.000000000000000000e+00,1.110000000000000000e+02
0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,6.150000000000000000e+02,2.938568592071533203e-01,1.978999853134155273e+00,6.956950933230015011e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.110000000000000000e+02
