                      mean          std        2.5q         25q         50q        75q      97.5q       mc err
a_subj(lv).764     1.00966    0.0189023    0.973533    0.996826     1.00939    1.02276    1.04834  0.000433591
a_subj(lv).765      1.1219    0.0219521     1.07879     1.10676     1.12226    1.13672    1.16345   0.00056115
a_subj(lv).766    0.964404    0.0201431     0.92653    0.950733    0.963977   0.977902    1.00583  0.000487903
a_subj(lv).767     1.15315    0.0224445     1.11126     1.13784     1.15313    1.16822    1.20036  0.000579548
a_subj(lv).768     1.05604    0.0194513     1.02007     1.04263     1.05577    1.06949    1.09463  0.000462529
a_subj(lv).769      1.0312    0.0195494    0.993474     1.01822      1.0304    1.04394     1.0709  0.000404223
a_subj(lv).770    0.740057    0.0146879    0.711009    0.730442    0.740181   0.749928   0.769012  0.000313027
a_subj(lv).771    0.951064    0.0178007    0.916624    0.939041    0.950935   0.963156   0.985852  0.000357468
a_subj(lv).772     1.03179    0.0187279    0.996087     1.01871     1.03181    1.04421    1.06792  0.000403294
a_subj(lv).773    0.809958     0.015913    0.779861    0.798383    0.809629   0.820881   0.840917  0.000440938
a_subj(lv).774    0.953347    0.0186115     0.91709    0.940799    0.953399   0.965565   0.991733  0.000439847
a_subj(lv).775     1.00555    0.0181616    0.969471    0.993458     1.00539    1.01777    1.04194  0.000435904
a_subj(lv).776     1.04543    0.0215224     1.00275     1.03076     1.04577    1.06018    1.08772  0.000544871
a_subj(lv).777    0.830882    0.0170459    0.798458    0.819049    0.830546   0.842113   0.865076  0.000443787
a_subj(lv).778     1.09393    0.0226631      1.0501     1.07837     1.09402    1.10927    1.13911  0.000589191
a_subj(lv).779    0.965475    0.0192896    0.927802    0.952306    0.964923   0.978445    1.00417  0.000439998
a_subj(lv).780    0.909644    0.0178826    0.873589    0.897546    0.909611   0.921776   0.944071  0.000439644
a_subj(lv).781    0.804775    0.0167559    0.772336    0.793775    0.804195   0.816231   0.838455   0.00037884
a_subj(lv).782    0.981322    0.0175985    0.946958    0.969121    0.981193   0.993509    1.01456    0.0004387
a_subj(lv).783    0.878173    0.0167604    0.845244    0.867107    0.878254   0.889031   0.911522   0.00041586
a_subj(lv).784    0.976705    0.0179142     0.94178    0.964357    0.976941   0.988979    1.01196  0.000375483
v(hc)             0.849297     0.168962    0.515289    0.734808    0.849903   0.963865    1.18819   0.00308745
v(hv)             0.964477     0.167985    0.633442    0.856623    0.963539    1.07702    1.28278   0.00303279
v(lc)              1.62857      0.17476     1.29596     1.50327     1.62954    1.74562    1.96391   0.00376491
v(lv)              1.32933     0.165897    0.993801     1.21656     1.32979    1.44433    1.63776   0.00352919
v_std             0.825897    0.0634161    0.714947     0.78105    0.822394   0.863416   0.965191   0.00138274
v_subj(hc).761       1.551     0.113641     1.33197     1.47386     1.55065    1.62951    1.77055   0.00308009
v_subj(hc).762    0.801961    0.0961818    0.611611    0.738342     0.80377   0.866333   0.989165   0.00224251
v_subj(hc).763    0.678524    0.0965828    0.481308    0.615868    0.678759    0.74392   0.868986   0.00233832
v_subj(hc).764    0.535791    0.0998404    0.343453    0.468159    0.535593   0.603947   0.733188   0.00244329
v_subj(hc).765     1.20184    0.0951942     1.01235     1.13727     1.20078    1.26786     1.3902   0.00212376
v_subj(hc).766     1.05058     0.103042    0.851716    0.978271     1.04823    1.11908     1.2608   0.00239722
v_subj(hc).767    0.382925    0.0864089     0.20993    0.327477    0.383601   0.439608   0.550329   0.00187448
v_subj(hc).768   0.0341457    0.0806091   -0.123496  -0.0198638   0.0332371  0.0879784   0.192594   0.00205457
v_subj(hc).769     1.04313    0.0975541    0.861291    0.975456     1.04223    1.10769    1.23988    0.0026343
v_subj(hc).770    0.912286     0.103213     0.70585    0.842685    0.912468   0.984496    1.10463   0.00273723
v_subj(hc).771    0.159577     0.113313  -0.0619574   0.0821673    0.159527   0.238388   0.374467   0.00270053
v_subj(hc).772   -0.026324    0.0929569   -0.209988   -0.086761   -0.023479   0.037114    0.15594   0.00208892
v_subj(hc).773     1.44672     0.105489     1.24378     1.37517     1.44539     1.5181    1.65972   0.00262444
v_subj(hc).774    0.943557     0.107833    0.737378    0.870902    0.941921    1.01451    1.15652   0.00249024
v_subj(hc).775  -0.0382954     0.084167   -0.202923  -0.0938791  -0.0402225  0.0196612   0.129812   0.00201977
v_subj(hc).776    0.930797      0.09042    0.757696    0.865948    0.929748   0.994769    1.10673   0.00234282
v_subj(hc).777     1.64153     0.108313     1.42777     1.56706     1.64227    1.71613    1.85469   0.00301295
v_subj(hc).778     1.19858    0.0984513     1.00743     1.13069      1.1976    1.26633     1.3903   0.00286385
v_subj(hc).779    0.804814    0.0899439    0.626858    0.744918    0.805877   0.867014   0.975384   0.00242867
