                      mean          std       2.5q        25q         50q        75q      97.5q       mc err
t_subj(lv).770    0.189018   0.00120379   0.186362   0.188294    0.189098   0.189867   0.191085  2.66698e-05
t_subj(lv).771    0.119648  0.000921369     0.1176   0.119062    0.119747   0.120296   0.121243  2.24488e-05
t_subj(lv).772   0.0963841   0.00135189  0.0935341  0.0955314   0.0964932  0.0973397  0.0987651  2.94971e-05
t_subj(lv).773     0.18345  0.000965925   0.181331   0.182843    0.183558   0.184117   0.185097  2.38647e-05
t_subj(lv).774     0.13081  0.000993732   0.128553   0.130222    0.130899   0.131488   0.132557  2.24225e-05
t_subj(lv).775    0.103255   0.00166197  0.0995172    0.10227    0.103371   0.104383   0.106255  3.59111e-05
t_subj(lv).776    0.109033   0.00108485   0.106687   0.108387    0.109139   0.109812   0.110912  2.16211e-05
t_subj(lv).777     0.17654   0.00136723   0.173734   0.175594    0.176632   0.177467   0.178988  3.19788e-05
t_subj(lv).778    0.116344   0.00158661   0.112951   0.115301    0.116479   0.117465   0.119082  3.59692e-05
t_subj(lv).779     0.13676   0.00135719   0.133895   0.135917    0.136877    0.13772   0.139205  3.33373e-05
t_subj(lv).780    0.235216   0.00112072    0.23289   0.234518    0.235306   0.235992   0.237189  2.41262e-05
t_subj(lv).781    0.144834  0.000724367   0.143312   0.144363    0.144882   0.145326   0.146136   1.6059e-05
t_subj(lv).782    0.160467   0.00158358   0.157077   0.159501    0.160581   0.161583   0.163253  3.43199e-05
t_subj(lv).783    0.146539  0.000852116   0.144673   0.146026    0.146621   0.147161   0.147972  1.64382e-05
t_subj(lv).784    0.121823   0.00186364   0.117892   0.120706    0.121935   0.123122   0.125148  4.01124e-05
z                 0.438249   0.00694663   0.424353   0.433842    0.438101   0.442694   0.452063  0.000147069
z_std             0.131947    0.0168017   0.103273   0.120624    0.130458   0.142094   0.168801  0.000408255
z_subj.761        0.394668   0.00774865   0.379904   0.389491    0.394774   0.399933   0.410137  0.000227221
z_subj.762        0.430141   0.00768304   0.414504   0.425267    0.430189   0.434971   0.445305  0.000231878
z_subj.763        0.471028   0.00757494   0.455811   0.466087    0.471126   0.476159    0.48546  0.000228125
z_subj.764        0.456859   0.00761801   0.442008    0.45184    0.456794   0.461857   0.472362  0.000217752
z_subj.765        0.395587   0.00746128   0.381334   0.390393    0.395502   0.400771    0.41024  0.000230103
z_subj.766        0.399075   0.00781988   0.383364   0.393813    0.399143   0.404247   0.414076  0.000239021
z_subj.767        0.440054   0.00805382   0.424143   0.434675    0.440093   0.445726   0.454761  0.000243463
z_subj.768        0.498116   0.00749274    0.48375   0.492903    0.498269   0.503173   0.512967   0.00023314
z_subj.769        0.411187   0.00782668    0.39675   0.405827    0.410911   0.416593   0.426638  0.000238597
