                      mean          std         2.5q          25q          50q          75q        97.5q       mc err
t_subj(lc).9      0.177532   0.00160053     0.174284     0.176492      0.17758     0.178663     0.180561  5.83156e-05
t_subj(lc).10     0.123922   0.00244842     0.119041     0.122212     0.123959     0.125643     0.128698  7.86324e-05
t_subj(lc).11     0.227631  0.000956085     0.225607     0.227012     0.227688     0.228302     0.229393  3.63846e-05
t_subj(lc).12     0.241344  0.000678651     0.239945     0.240882     0.241361     0.241831     0.242608  2.38971e-05
t_subj(lc).13    0.0737843   0.00312237    0.0673607    0.0718289    0.0739295    0.0758538    0.0795711  9.72632e-05
t_subj(lc).14     0.235489  0.000580117     0.234235     0.235124     0.235524       0.2359      0.23653  1.93322e-05
t_subj(lc).15     0.204281   0.00117438      0.20178     0.203544     0.204327     0.205073     0.206442   4.2765e-05
t_subj(lc).16      0.13706   0.00219435     0.132362     0.135702     0.137229     0.138563     0.141016   8.1044e-05
t_subj(lc).17  1.27292e-05  1.63874e-05  5.07268e-08  2.02899e-06  6.96614e-06  1.65595e-05  5.84758e-05  6.36086e-07
t_subj(lc).18    0.0849066    0.0029494    0.0787143      0.08293    0.0850592    0.0869074    0.0903917  8.88692e-05
t_subj(lc).19     0.200647   0.00137954     0.197896     0.199718     0.200711     0.201605       0.2031  4.74811e-05
t_subj(lc).20     0.101836   0.00264002    0.0963785     0.100105     0.101934     0.103632     0.106777  0.000101702
t_subj(lc).21       0.2023   0.00130416     0.199639      0.20146     0.202351     0.203199     0.204747    4.587e-05
t_subj(lc).22     0.173502    0.0018528      0.16951     0.172342     0.173584     0.174746     0.176843  7.08177e-05
t_subj(lc).23     0.115284    0.0010657     0.112931     0.114629     0.115375     0.116035     0.117188  2.56552e-05
t_subj(lv).0      0.150237   0.00202081     0.146029     0.148975     0.150338     0.151596     0.153982   8.0026e-05
t_subj(lv).1      0.203134   0.00134042     0.200415     0.202247     0.203217     0.204074     0.205565  4.39311e-05
t_subj(lv).2       0.10267   0.00277396    0.0965875     0.100905      0.10285     0.104575     0.107699  9.61913e-05
t_subj(lv).3   1.58843e-05  1.91127e-05  1.25864e-07  3.00174e-06  8.99299e-06  2.20465e-05  6.93289e-05  6.92031e-07
t_subj(lv).4      0.209957   0.00104266     0.207795     0.209304     0.209987     0.210654     0.211951  3.45565e-05
t_subj(lv).5      0.174604   0.00167442     0.171234     0.173533     0.174608     0.175754     0.177907  5.13073e-05
t_subj(lv).6        0.2193  0.000918224     0.217353     0.218734      0.21932     0.219917     0.220965  2.88203e-05
t_subj(lv).7      0.239613  0.000772613     0.238037     0.239118     0.239643     0.240118     0.241122  2.67954e-05
t_subj(lv).8      0.146633  0.000883101       0.1447     0.146107     0.146699     0.147275     0.148095  2.07975e-05
t_subj(lv).9      0.179021   0.00152422     0.175746     0.178064       0.1791     0.180091     0.181805   6.9983e-05
t_subj(lv).10     0.129065   0.00214884     0.124799     0.127667     0.129175     0.130454      0.13308  8.06461e-05
t_subj(lv).11     0.229445  0.000825881     0.227772     0.228899     0.229476     0.230033     0.231004  3.24939e-05
t_subj(lv).12     0.241637  0.000645007     0.240302      0.24122     0.241667     0.242083     0.242825  2.47479e-05
t_subj(lv).13    0.0748082   0.00294213    0.0687652    0.0728758    0.0749167    0.0769194    0.0802653  0.000102518
t_subj(lv).14      0.23134  0.000791958     0.229618     0.230847      0.23135     0.231866     0.232811  2.50994e-05
t_subj(lv).15     0.204082    0.0011975     0.201587     0.203359     0.204105     0.204893     0.206346  4.58529e-05
t_subj(lv).16     0.137211   0.00219036     0.132612     0.135852     0.137339     0.138707      0.14118  9.50599e-05
t_subj(lv).17  1.28531e-05  1.53864e-05  3.97384e-08  2.02657e-06  7.32306e-06  1.80338e-05  5.48584e-05  5.96548e-07
t_subj(lv).18    0.0858052   0.00304927    0.0795704    0.0838288     0.085968    0.0879228    0.0913827   0.00011136
t_subj(lv).19     0.202013   0.00125057      0.19943     0.201201     0.202026      0.20285     0.204354  4.10816e-05
t_subj(lv).20     0.101258   0.00270277    0.0956683    0.0995239     0.101331     0.103073     0.106345  9.84403e-05
t_subj(lv).21     0.202368   0.00130692     0.199626     0.201535     0.202405     0.203246     0.204846  4.53726e-05
t_subj(lv).22     0.173406   0.00185632     0.169491     0.172208     0.173436     0.174624     0.176922  6.46481e-05
t_subj(lv).23     0.115278   0.00110746     0.112919     0.114568     0.115379     0.116086     0.117164  2.73981e-05
z                 0.529278   0.00750924       0.5149     0.524099      0.52919     0.534414     0.543436   0.00014499
z_std             0.142507    0.0171955     0.112454     0.130213     0.141054     0.153281     0.179216  0.000410832
z_subj.0           0.53784   0.00725089     0.523499     0.532876      0.53769     0.542802     0.551771  0.000213957
z_subj.1          0.522317   0.00754535     0.506987      0.51727      0.52241     0.527576      0.53655  0.000221317
z_subj.2          0.518778   0.00763201     0.504229     0.513515     0.518765     0.524029     0.533745  0.000226403
z_subj.3          0.469627   0.00809138     0.453882     0.464133     0.469813     0.475093     0.485765  0.000213263
z_subj.4          0.545151   0.00755623     0.530101     0.540015     0.545207     0.550399      0.55997   0.00025828
z_subj.5          0.520287   0.00771298     0.505251     0.515157     0.520297     0.525494     0.535629  0.000236263
z_subj.6          0.533028   0.00731275     0.518594     0.528045     0.533183     0.538198      0.54657  0.000210017
z_subj.7          0.582931   0.00652255     0.570152     0.578569     0.582958     0.587173     0.595916  0.000195436
z_subj.8          0.457823   0.00875145     0.440199      0.45186     0.457889      0.46355     0.474714  0.000246125
z_subj.9          0.551417   0.00717861     0.537198     0.546537     0.551313     0.556265     0.565264  0.000247998
z_subj.10         0.536099   0.00700366     0.522297     0.531407     0.536089     0.540802     0.549442  0.000184688
z_subj.11         0.546316    0.0073688     0.531702     0.541358     0.546452      0.55131     0.560272  0.000211184
z_subj.12          0.56742   0.00673022     0.554342     0.562823     0.567372     0.571972     0.580702  0.000196365
z_subj.13         0.550807   0.00701401     0.536638     0.545986     0.550788     0.555583     0.564496  0.000204752
z_subj.14         0.554699   0.00703236      0.54079      0.55014     0.554871      0.55936     0.568428   0.00019536
z_subj.15         0.564707   0.00736198     0.550205     0.559933     0.564684     0.569882      0.57909  0.000231586
z_subj.16         0.543067   0.00705507     0.529438     0.538261     0.543078     0.547762      0.55718  0.000211012
z_subj.17         0.438832   0.00809889     0.423147     0.433407     0.438814     0.444455     0.454597  0.000234781
z_subj.18         0.543728   0.00752345      0.52895     0.538545     0.544081     0.549064     0.557685  0.000244791
z_subj.19         0.544393   0.00701978     0.531017     0.539469       0.5445     0.549124     0.557848   0.00019682
z_subj.20         0.567309   0.00718783      0.55269     0.562514     0.567686     0.572213     0.580887  0.000237097
z_subj.21         0.544464   0.00719898     0.530379      0.53974     0.544692     0.549126     0.558902  0.000210198
z_subj.22         0.518962    0.0071743      0.50514     0.514249     0.518711     0.523726     0.533112  0.000224938
z_subj.23         0.440122   0.00885667     0.423855     0.433874     0.440214     0.446189     0.457852  0.000284009
DIC: -60856.875968
deviance: -61145.504797
pD: 288.628829
