                      mean          std         2.5q          25q          50q          75q        97.5q       mc err
z_subj(lc).6      0.526323    0.0134032     0.499548      0.51731     0.526806     0.535787     0.552031  0.000330556
z_subj(lc).7      0.578311    0.0120752     0.555078     0.570187     0.578374     0.586494     0.602593  0.000339124
z_subj(lc).8      0.439501    0.0157437     0.410439     0.428469     0.439674     0.450522     0.470385  0.000507489
z_subj(lc).9      0.550563    0.0123295     0.526285     0.542174     0.550457     0.558713     0.574766  0.000322096
z_subj(lc).10     0.542796    0.0124227     0.518806     0.534259     0.542905      0.55101     0.567614  0.000336816
z_subj(lc).11     0.566675    0.0126242      0.54163      0.55821     0.566457     0.575298     0.591373  0.000325074
z_subj(lc).12     0.591234    0.0117533     0.568235     0.583286     0.591192     0.599371     0.614137  0.000276155
z_subj(lc).13     0.559045    0.0132005     0.533111     0.549755     0.559514     0.568249     0.584321  0.000320595
z_subj(lc).14     0.574847    0.0130705     0.549767     0.566072     0.574673     0.583625     0.600771  0.000354111
z_subj(lc).15     0.555633    0.0127176     0.529818     0.547548     0.555708     0.564151     0.580577  0.000332756
z_subj(lc).16     0.541064    0.0126303     0.516262     0.532903     0.540903     0.549471     0.566661  0.000351571
z_subj(lc).17     0.451648    0.0152912     0.422135     0.441412     0.451178     0.461896     0.481401  0.000459952
z_subj(lc).18     0.554362    0.0123181     0.529785     0.546411     0.554528      0.56292     0.577826  0.000353984
z_subj(lc).19     0.560489    0.0128728     0.534896     0.551855     0.560432     0.569181     0.585962  0.000295176
z_subj(lc).20     0.563105    0.0125269     0.538523      0.55475     0.563142     0.571656     0.586994  0.000358815
z_subj(lc).21     0.555028    0.0127923     0.530459     0.545939     0.554864     0.563832     0.580606  0.000344704
z_subj(lc).22     0.533674    0.0131027     0.507816     0.525007     0.533771     0.542613     0.559287  0.000318441
z_subj(lc).23        0.407    0.0165983     0.374127     0.396171     0.407333     0.418323     0.439099   0.00049463
z_subj(lv).0      0.548908    0.0131451     0.522776     0.539911     0.549156     0.558123     0.573807  0.000353183
z_subj(lv).1      0.582439     0.012401     0.558712     0.573973      0.58241     0.591056     0.606791  0.000350861
z_subj(lv).2       0.54593    0.0134065     0.519371      0.53697     0.545987     0.555004     0.572258  0.000390656
z_subj(lv).3      0.499727    0.0155154     0.468544     0.489266     0.499533     0.510408      0.53038  0.000466479
