                      mean          std         2.5q          25q          50q          75q        97.5q       mc err
v_subj(lc).15       1.6064     0.152648      1.31972      1.50038      1.60441      1.71005      1.90857   0.00381931
v_subj(lc).16      1.11732     0.115257     0.888904      1.04122      1.11861      1.18989      1.35447   0.00224781
v_subj(lc).17      1.53993    0.0887184      1.36243      1.48019      1.53819      1.59978      1.71125   0.00238452
v_subj(lc).18     0.991393     0.102222      0.78974     0.922514     0.992338      1.05881       1.1953   0.00270642
v_subj(lc).19      1.53057     0.144602      1.25156       1.4274      1.53074      1.62583      1.82543     0.003235
v_subj(lc).20      1.01772     0.105261     0.807603     0.948554      1.01711      1.08838      1.22064   0.00244091
v_subj(lc).21       1.7044     0.145311      1.42821      1.60469      1.70286      1.80099      1.99221   0.00336408
v_subj(lc).22      1.34884     0.127221       1.0972       1.2639      1.35048      1.43441      1.59469    0.0031511
v_subj(lc).23      1.78046     0.117845      1.54583      1.69968      1.78082      1.86106      2.01158   0.00343068
v_subj(lv).0       1.32016      0.12101      1.08704      1.24078      1.32069      1.40264      1.55847   0.00262415
v_subj(lv).1       1.99088     0.151146      1.69143       1.8887      1.98955      2.09289      2.28453   0.00354282
v_subj(lv).2       1.12687     0.106066      0.92144      1.05419      1.12855      1.20156      1.33188   0.00267619
v_subj(lv).3        1.2763      0.08909      1.09734      1.21922      1.27543      1.33514      1.45514   0.00233423
v_subj(lv).4       1.72566     0.145698      1.43515      1.62841      1.72588      1.82459      2.00558   0.00346707
v_subj(lv).5       1.39151      0.13269       1.1227       1.3006       1.3921      1.48496      1.64725   0.00329672
v_subj(lv).6        2.1289     0.172942      1.79714      2.01391      2.13005      2.24438      2.48408   0.00409252
v_subj(lv).7       1.34516     0.174542     0.999216       1.2276      1.34734      1.45868      1.68998   0.00385915
v_subj(lv).8       1.65893     0.125178      1.41227      1.57298      1.66068      1.73953      1.91009   0.00285256
v_subj(lv).9       1.23922     0.135969     0.972295      1.14802      1.23822      1.32973       1.4944   0.00297525
