                      mean          std         2.5q          25q          50q          75q        97.5q       mc err
t_subj(lc).23     0.115155   0.00108113     0.112815     0.114465     0.115249     0.115899     0.117077  2.38544e-05
t_subj(lv).0       0.14668   0.00178465     0.143027     0.145458     0.146728     0.147946     0.149997  5.23537e-05
t_subj(lv).1      0.204003    0.0010394     0.201885     0.203343      0.20404     0.204729     0.205937  2.69428e-05
t_subj(lv).2      0.101983   0.00234835    0.0971731     0.100454     0.102066     0.103595     0.106418  6.81019e-05
t_subj(lv).3   1.43975e-05  1.64442e-05  9.33308e-08  2.77481e-06  8.49605e-06  2.03179e-05  6.01003e-05  5.85845e-07
t_subj(lv).4      0.211448  0.000807055     0.209771     0.210942     0.211461     0.212015     0.212947   2.3868e-05
t_subj(lv).5      0.175626   0.00135751     0.172811     0.174732     0.175677     0.176576     0.178109  3.47614e-05
t_subj(lv).6      0.219665   0.00074755     0.218195     0.219169     0.219687     0.220184     0.221059  1.88652e-05
t_subj(lv).7      0.238663  0.000668664      0.23729     0.238229     0.238676     0.239131     0.239924  1.85567e-05
t_subj(lv).8       0.14614  0.000951542     0.144062     0.145549     0.146207     0.146802     0.147787  2.43278e-05
t_subj(lv).9      0.175814   0.00131217     0.173124     0.174958      0.17583      0.17674     0.178269  4.53409e-05
t_subj(lv).10     0.122639   0.00192105     0.118916     0.121332      0.12268     0.123998     0.126305  5.65448e-05
t_subj(lv).11     0.225618  0.000819458      0.22388     0.225092     0.225635     0.226195      0.22716  2.21581e-05
t_subj(lv).12     0.238564  0.000667167     0.237195     0.238129     0.238579     0.239028     0.239827  1.81244e-05
t_subj(lv).13    0.0745154   0.00242712    0.0695713    0.0729376    0.0745534    0.0762421    0.0789901  7.29876e-05
t_subj(lv).14     0.231793    0.0006323     0.230508     0.231387     0.231809     0.232216     0.233004  1.79936e-05
t_subj(lv).15     0.200816   0.00109158     0.198553     0.200082     0.200843     0.201564      0.20287  3.09074e-05
t_subj(lv).16     0.138074   0.00180148     0.134401     0.136891      0.13811     0.139379     0.141372  5.68043e-05
