                      mean          std       2.5q        25q         50q        75q      97.5q       mc err
z_subj.770        0.398502   0.00811666   0.382455   0.393159    0.398608   0.404194   0.414523   0.00025167
z_subj.771        0.500474   0.00822203   0.484609   0.494767    0.500499   0.506113   0.516184   0.00028526
z_subj.772        0.504501   0.00764062   0.489583   0.499412    0.504744   0.509559   0.518876   0.00021819
z_subj.773        0.359343   0.00790139   0.343812   0.354052    0.359327   0.364643   0.374519  0.000294336
z_subj.774        0.421103   0.00790576   0.405896   0.415617    0.421216   0.426608   0.436176   0.00024207
z_subj.775        0.496046   0.00762164   0.481135   0.490784     0.49596   0.501185    0.51133   0.00020331
z_subj.776        0.409542   0.00775493    0.39458   0.404316    0.409686   0.414725   0.424143  0.000206889
z_subj.777        0.374446   0.00785478   0.359254   0.369096    0.374447   0.379754   0.389437  0.000281784
z_subj.778        0.430698   0.00791555   0.415937   0.425314    0.430718   0.436004   0.446747  0.000260503
z_subj.779        0.418611   0.00811091   0.402472   0.412995    0.418526   0.424099   0.435401  0.000232512
z_subj.780        0.419344   0.00797084    0.40371   0.414193    0.419333   0.424516   0.435332    0.0002551
z_subj.781        0.407957   0.00784123   0.392347   0.402806    0.407945   0.413275   0.422986  0.000260593
z_subj.782         0.43427   0.00787512   0.418677   0.428903    0.434418   0.439654    0.44875  0.000243063
z_subj.783        0.396406   0.00790855   0.380937   0.391191    0.396284   0.401801   0.411396  0.000250686
z_subj.784        0.482391   0.00780112   0.467841   0.477072    0.482264   0.487798   0.497479  0.000241003
DIC: -19878.794561
deviance: -20044.479771
pD: 165.685210
