"r_t1","r_t2","c_prob","c_prob_epoch_t0","c_prob_epoch_t1","cp","obs_cp","mu_rewards","std_rewards","condition","trial","trialset","epoch_n","ID","p_id_solution","t0_p","t1_p","epoch_trial"
0,4.389139,0.852321,0.111111,0.888889,0,0,3,1,"lc",237,"23",8,784,111,0.15,0.85,18
0,2.895054,0.852941,0.105263,0.894737,0,0,3,1,"lc",238,"23",8,784,111,0.15,0.85,19
0,1.233224,0.853556,0.1,0.9,0,0,3,1,"lc",239,"23",8,784,111,0.15,0.85,20
2.752918,0,0.85,0.142857,0.857143,0,1,3,1,"lc",240,"23",8,784,111,0.15,0.85,21
0,4.036244,0.850622,0.136364,0.863636,0,1,3,1,"lc",241,"23",8,784,111,0.15,0.85,22
0,3.318952,0.85124,0.130435,0.869565,0,0,3,1,"lc",242,"23",8,784,111,0.15,0.85,23
0,3.769748,0.851852,0.125,0.875,0,0,3,1,"lc",243,"23",8,784,111,0.15,0.85,24
2.542679,0,0.848361,0.16,0.84,0,1,3,1,"lc",244,"23",8,784,111,0.15,0.85,25
0,1.413387,0.84898,0.153846,0.846154,0,1,3,1,"lc",245,"23",8,784,111,0.15,0.85,26
0,3.174152,0.849593,0.148148,0.851852,0,0,3,1,"lc",246,"23",8,784,111,0.15,0.85,27
3.296967,0,0.846154,0.178571,0.821429,0,1,3,1,"lc",247,"23",8,784,111,0.15,0.85,28
0,1.613283,0.846774,0.172414,0.827586,0,1,3,1,"lc",248,"23",8,784,111,0.15,0.85,29
0,3.789712,0.84739,0.166667,0.833333,0,0,3,1,"lc",249,"23",8,784,111,0.15,0.85,30
0,1.958622,0.848,0.16129,0.83871,0,0,3,1,"lc",250,"23",8,784,111,0.15,0.85,31
0,3.126701,0.848606,0.15625,0.84375,0,0,3,1,"lc",251,"23",8,784,111,0.15,0.85,32
0,3.814409,0.849206,0.151515,0.848485,0,0,3,1,"lc",252,"23",8,784,111,0.15,0.85,33
0,2.500366,0.849802,0.147059,0.852941,0,0,3,1,"lc",253,"23",8,784,111,0.15,0.85,34
0,2.403697,0.850394,0.142857,0.857143,0,0,3,1,"lc",254,"23",8,784,111,0.15,0.85,35
